customer_id,order_date,amount,product,quantity
CUST-10005,2026-07-07,528.68,Analytics seat,1
CUST-10005,2026-08-02,1951.11,Fiber 300 plan,2
CUST-10006,2025-10-27,4193.77,Cold-chain logger,4
CUST-10006,2025-11-10,4093.2,Trade desk seat,4
CUST-10006,2025-11-13,4818.93,Refill pack,4
CUST-10006,2026-01-08,757.18,Servo drive kit,1
CUST-10006,2026-01-12,3426.94,Conveyor bearing 6205,3
CUST-10006,2026-02-09,8013.37,Analytics seat,3
CUST-10006,2026-02-21,4269.2,Fiber 300 plan,2
CUST-10006,2026-03-11,1000.8,Aura bottle 1L,1
CUST-10006,2026-03-18,2652.42,Cold-chain logger,4
CUST-10006,2026-04-06,3707.87,Trade desk seat,3
CUST-10006,2026-05-08,6751.24,Refill pack,4
CUST-10006,2026-08-04,1760.47,Servo drive kit,2
CUST-10006,2026-08-19,2087.83,Conveyor bearing 6205,4
CUST-10007,2024-07-23,1787.52,Trade desk seat,4
CUST-10007,2024-10-05,3314.46,Refill pack,4
CUST-10008,2026-03-29,2318.45,Refill pack,4
CUST-10008,2026-04-02,1025.8,Servo drive kit,2
CUST-10008,2026-06-04,829.97,Conveyor bearing 6205,1
CUST-10008,2026-06-18,3582.34,Analytics seat,4
CUST-10009,2025-07-24,3548.14,Servo drive kit,2
CUST-10009,2025-08-19,4326.28,Conveyor bearing 6205,2
CUST-10009,2025-09-18,4110.08,Analytics seat,3
CUST-10009,2025-10-22,1059.06,Fiber 300 plan,1
CUST-10009,2026-03-20,4810.34,Aura bottle 1L,4
CUST-10009,2026-03-27,1661.2,Cold-chain logger,1
CUST-10009,2026-05-18,1555.7,Trade desk seat,2
CUST-10009,2026-06-17,3297.18,Refill pack,3
CUST-10009,2026-07-18,5310.74,Servo drive kit,3
CUST-10009,2026-08-02,6666.01,Conveyor bearing 6205,3
CUST-10010,2026-04-06,3989.84,Conveyor bearing 6205,4
CUST-10010,2026-05-28,2441.86,Analytics seat,3
CUST-10010,2026-06-08,1628.77,Fiber 300 plan,2
CUST-10010,2026-07-05,1663.76,Aura bottle 1L,3
CUST-10010,2026-07-15,1424.97,Cold-chain logger,2
CUST-10010,2026-07-16,1715.96,Trade desk seat,2
CUST-10010,2026-08-15,1064.58,Refill pack,1
CUST-10011,2026-07-01,1812.33,Analytics seat,2
CUST-10011,2026-07-25,1866.76,Fiber 300 plan,2
CUST-10011,2026-08-24,1421.53,Aura bottle 1L,3
CUST-10012,2024-11-15,3283.04,Fiber 300 plan,4
CUST-10012,2024-12-04,2962.29,Aura bottle 1L,4
CUST-10012,2024-12-12,2674.66,Cold-chain logger,3
CUST-10012,2025-02-05,1845.56,Trade desk seat,1
CUST-10012,2025-08-05,1868.93,Refill pack,3
CUST-10012,2025-09-09,2106.31,Servo drive kit,3
CUST-10012,2025-10-04,1193.22,Conveyor bearing 6205,1
CUST-10012,2025-10-10,532.43,Analytics seat,1
CUST-10012,2025-12-07,5594.11,Fiber 300 plan,4
CUST-10012,2026-01-24,1676.65,Aura bottle 1L,2
CUST-10012,2026-02-27,694.96,Cold-chain logger,1
CUST-10013,2024-12-28,2392.28,Aura bottle 1L,2
CUST-10013,2025-04-05,917.32,Cold-chain logger,1
CUST-10013,2025-04-11,2113.06,Trade desk seat,3
CUST-10013,2025-06-01,2599.92,Refill pack,3
CUST-10014,2025-04-15,1068.13,Cold-chain logger,2
CUST-10014,2025-07-21,2020.34,Trade desk seat,4
CUST-10014,2025-10-22,600.79,Refill pack,1
CUST-10014,2025-12-08,2773.79,Servo drive kit,2
CUST-10014,2026-03-18,1576.3,Conveyor bearing 6205,2
CUST-10015,2026-01-07,765.29,Trade desk seat,1
CUST-10015,2026-01-17,1246.34,Refill pack,1
CUST-10015,2026-03-18,2460.04,Servo drive kit,4
CUST-10015,2026-04-12,881.02,Conveyor bearing 6205,1
CUST-10015,2026-04-21,3179.68,Analytics seat,2
CUST-10015,2026-04-24,2423.5,Fiber 300 plan,3
CUST-10015,2026-06-29,1179.14,Aura bottle 1L,2
CUST-10015,2026-07-19,4640.75,Cold-chain logger,4
CUST-10015,2026-07-20,3996.68,Trade desk seat,4
CUST-10015,2026-08-08,2012.41,Refill pack,2
CUST-10016,2024-12-19,2889.48,Refill pack,2
CUST-10016,2024-12-27,1774.93,Servo drive kit,2
CUST-10016,2025-02-17,1351.32,Conveyor bearing 6205,1
CUST-10016,2025-04-03,1343.72,Analytics seat,2
CUST-10016,2025-08-14,2178.18,Fiber 300 plan,2
CUST-10016,2025-08-18,1628.06,Aura bottle 1L,2
CUST-10016,2025-10-31,2383.88,Cold-chain logger,2
CUST-10016,2026-01-09,5341.0,Trade desk seat,3
CUST-10016,2026-01-10,6904.77,Refill pack,4
CUST-10016,2026-07-07,5066.44,Servo drive kit,4
CUST-10016,2026-08-26,1919.29,Conveyor bearing 6205,4
CUST-10017,2024-09-05,646.23,Servo drive kit,1
CUST-10017,2024-12-22,1407.29,Conveyor bearing 6205,1
CUST-10017,2025-01-26,2531.59,Analytics seat,2
CUST-10017,2025-06-16,708.25,Fiber 300 plan,1
CUST-10017,2025-08-30,2637.04,Aura bottle 1L,3
CUST-10017,2025-09-11,2976.44,Cold-chain logger,4
CUST-10017,2025-11-25,2537.24,Trade desk seat,2
CUST-10017,2026-03-25,3761.27,Refill pack,4
CUST-10017,2026-04-10,999.13,Servo drive kit,1
CUST-10017,2026-06-29,3536.74,Conveyor bearing 6205,3
CUST-10017,2026-08-16,3753.79,Analytics seat,4
CUST-10018,2025-05-18,3565.18,Conveyor bearing 6205,2
CUST-10018,2025-07-20,3513.68,Analytics seat,4
CUST-10018,2025-10-30,634.46,Fiber 300 plan,1
CUST-10018,2026-02-08,2293.36,Aura bottle 1L,2
CUST-10018,2026-04-01,2066.33,Cold-chain logger,3
CUST-10018,2026-04-18,993.44,Trade desk seat,1
CUST-10018,2026-06-17,3334.41,Refill pack,4
CUST-10018,2026-08-26,1032.82,Servo drive kit,2
CUST-10019,2025-12-28,334.49,Analytics seat,1
CUST-10019,2026-02-16,1678.22,Fiber 300 plan,3
CUST-10019,2026-03-19,326.56,Aura bottle 1L,1
CUST-10019,2026-03-21,1602.04,Cold-chain logger,3
CUST-10019,2026-04-12,685.63,Trade desk seat,1
CUST-10019,2026-05-22,2700.65,Refill pack,4
CUST-10019,2026-06-26,1025.65,Servo drive kit,2
CUST-10019,2026-06-30,3186.08,Conveyor bearing 6205,3
CUST-10019,2026-08-09,1045.54,Analytics seat,2
CUST-10019,2026-08-15,1788.91,Fiber 300 plan,2
CUST-10020,2026-01-30,2192.18,Fiber 300 plan,3
CUST-10020,2026-02-09,860.12,Aura bottle 1L,1
CUST-10020,2026-04-16,1024.48,Cold-chain logger,1
CUST-10020,2026-04-25,1035.02,Trade desk seat,1
CUST-10020,2026-06-17,355.38,Refill pack,1
CUST-10020,2026-07-25,1108.03,Servo drive kit,1
CUST-10021,2025-04-06,1391.03,Aura bottle 1L,2
CUST-10021,2026-04-11,1294.72,Cold-chain logger,3
CUST-10021,2026-05-14,1216.85,Trade desk seat,1
CUST-10021,2026-06-16,2173.86,Refill pack,2
CUST-10022,2025-01-16,2848.81,Cold-chain logger,4
CUST-10022,2025-05-06,1077.1,Trade desk seat,1
CUST-10022,2025-06-08,3193.77,Refill pack,3
CUST-10022,2026-01-11,2212.39,Servo drive kit,4
CUST-10022,2026-08-12,1017.55,Conveyor bearing 6205,2
CUST-10023,2024-12-06,3908.59,Trade desk seat,4
CUST-10023,2024-12-18,4242.79,Refill pack,4
CUST-10023,2025-02-05,2514.59,Servo drive kit,2
CUST-10023,2025-04-09,2186.02,Conveyor bearing 6205,3
CUST-10023,2025-04-12,822.32,Analytics seat,1
CUST-10023,2025-04-15,2358.94,Fiber 300 plan,3
CUST-10023,2025-07-30,943.55,Aura bottle 1L,1
CUST-10023,2025-09-02,1028.92,Cold-chain logger,1
CUST-10023,2025-09-18,4200.11,Trade desk seat,4
CUST-10023,2025-10-17,1083.02,Refill pack,1
CUST-10023,2026-03-03,1178.58,Servo drive kit,1
CUST-10023,2026-03-18,1323.73,Conveyor bearing 6205,2
CUST-10023,2026-04-26,914.45,Analytics seat,1
CUST-10023,2026-08-14,961.18,Fiber 300 plan,1
CUST-10023,2026-08-20,2496.82,Aura bottle 1L,2
CUST-10024,2025-11-25,2129.54,Refill pack,4
CUST-10024,2026-01-02,1235.39,Servo drive kit,2
CUST-10024,2026-03-05,2166.88,Conveyor bearing 6205,3
CUST-10024,2026-04-13,2057.7,Analytics seat,2
CUST-10024,2026-07-03,562.46,Fiber 300 plan,1
CUST-10025,2025-03-20,1832.55,Servo drive kit,3
CUST-10025,2025-07-22,1055.6,Conveyor bearing 6205,1
CUST-10025,2025-09-06,1230.11,Analytics seat,1
CUST-10025,2025-11-16,3863.85,Fiber 300 plan,4
CUST-10025,2025-11-18,4559.83,Aura bottle 1L,2
CUST-10025,2025-12-12,3335.38,Cold-chain logger,3
CUST-10025,2026-03-05,2175.44,Trade desk seat,2
CUST-10025,2026-03-27,3634.57,Refill pack,3
CUST-10025,2026-05-29,2760.57,Servo drive kit,2
CUST-10025,2026-06-12,1774.0,Conveyor bearing 6205,1
CUST-10025,2026-06-15,5259.52,Analytics seat,4
CUST-10026,2024-06-09,3237.91,Conveyor bearing 6205,3
CUST-10026,2024-06-15,5705.93,Analytics seat,3
CUST-10026,2024-09-05,4522.84,Fiber 300 plan,4
CUST-10026,2025-02-12,3118.01,Aura bottle 1L,3
CUST-10026,2025-02-13,2133.3,Cold-chain logger,2
CUST-10026,2025-08-17,2962.57,Trade desk seat,3
CUST-10026,2025-11-09,3331.8,Refill pack,4
CUST-10026,2025-11-29,2186.38,Servo drive kit,2
CUST-10026,2026-03-05,1956.5,Conveyor bearing 6205,2
CUST-10026,2026-04-04,4671.0,Analytics seat,4
CUST-10026,2026-04-13,4020.81,Fiber 300 plan,3
CUST-10026,2026-06-21,2250.26,Aura bottle 1L,3
CUST-10026,2026-06-30,3179.65,Cold-chain logger,2
CUST-10027,2025-08-13,3606.14,Analytics seat,3
CUST-10027,2025-11-16,4595.99,Fiber 300 plan,3
CUST-10027,2025-11-18,889.59,Aura bottle 1L,1
CUST-10027,2025-11-30,2979.64,Cold-chain logger,3
CUST-10027,2025-12-04,2298.95,Trade desk seat,2
CUST-10027,2026-01-31,2586.95,Refill pack,2
CUST-10027,2026-02-13,2014.18,Servo drive kit,2
CUST-10027,2026-04-22,4488.67,Conveyor bearing 6205,3
CUST-10027,2026-04-25,1490.66,Analytics seat,2
CUST-10027,2026-05-01,1902.3,Fiber 300 plan,1
CUST-10027,2026-05-03,643.38,Aura bottle 1L,1
CUST-10027,2026-07-11,3186.06,Cold-chain logger,4
CUST-10027,2026-08-04,4677.73,Trade desk seat,4
CUST-10028,2026-02-23,2213.88,Fiber 300 plan,4
CUST-10028,2026-06-11,2675.87,Aura bottle 1L,3
CUST-10029,2025-02-09,2790.59,Aura bottle 1L,4
CUST-10029,2025-04-06,590.14,Cold-chain logger,1
CUST-10029,2025-04-09,1497.38,Trade desk seat,2
CUST-10029,2025-06-04,6540.57,Refill pack,4
CUST-10029,2025-08-03,2754.67,Servo drive kit,1
CUST-10029,2025-10-11,6812.27,Conveyor bearing 6205,4
CUST-10029,2025-10-12,4489.24,Analytics seat,4
CUST-10029,2026-03-04,4795.98,Fiber 300 plan,4
CUST-10029,2026-05-01,1053.11,Aura bottle 1L,1
CUST-10029,2026-05-25,1786.58,Cold-chain logger,2
CUST-10030,2024-11-03,1770.76,Cold-chain logger,2
CUST-10030,2024-12-16,1280.7,Trade desk seat,1
CUST-10030,2024-12-27,1948.34,Refill pack,2
CUST-10030,2025-07-19,609.33,Servo drive kit,1
CUST-10030,2026-01-12,2586.53,Conveyor bearing 6205,3
CUST-10030,2026-02-09,662.44,Analytics seat,1
CUST-10030,2026-03-22,3229.9,Fiber 300 plan,4
CUST-10030,2026-06-03,3134.15,Aura bottle 1L,4
CUST-10031,2025-07-29,3145.8,Trade desk seat,3
CUST-10031,2025-08-05,3132.42,Refill pack,4
CUST-10031,2025-10-09,990.79,Servo drive kit,1
CUST-10031,2025-12-22,1907.22,Conveyor bearing 6205,2
CUST-10031,2026-06-15,1616.91,Analytics seat,4
CUST-10032,2024-07-09,1497.94,Refill pack,1
CUST-10032,2024-08-03,1678.71,Servo drive kit,2
CUST-10032,2024-08-25,4426.11,Conveyor bearing 6205,4
CUST-10032,2024-12-01,686.06,Analytics seat,1
CUST-10032,2025-02-07,3786.49,Fiber 300 plan,3
CUST-10032,2025-03-11,5505.69,Aura bottle 1L,4
CUST-10032,2025-07-08,7594.07,Cold-chain logger,4
CUST-10032,2025-08-11,6320.97,Trade desk seat,4
CUST-10032,2026-01-26,5776.44,Refill pack,4
CUST-10032,2026-03-30,8741.42,Servo drive kit,4
CUST-10033,2025-10-11,4039.69,Servo drive kit,3
CUST-10033,2025-11-15,2460.07,Conveyor bearing 6205,2
CUST-10033,2025-12-08,1321.42,Analytics seat,1
CUST-10033,2026-05-10,2490.9,Fiber 300 plan,2
CUST-10033,2026-06-01,4993.41,Aura bottle 1L,4
CUST-10033,2026-06-24,2764.85,Cold-chain logger,4
CUST-10033,2026-07-06,676.53,Trade desk seat,1
CUST-10033,2026-08-14,1380.69,Refill pack,3
CUST-10034,2025-07-24,3687.09,Conveyor bearing 6205,4
CUST-10034,2025-08-16,2865.21,Analytics seat,4
CUST-10034,2025-09-29,4820.36,Fiber 300 plan,4
CUST-10034,2025-11-08,4725.66,Aura bottle 1L,4
CUST-10034,2025-12-31,6375.95,Cold-chain logger,4
CUST-10034,2026-01-30,841.76,Trade desk seat,1
CUST-10034,2026-04-17,771.6,Refill pack,1
CUST-10034,2026-05-14,3870.7,Servo drive kit,4
CUST-10034,2026-06-23,5076.41,Conveyor bearing 6205,3
CUST-10034,2026-08-12,1090.09,Analytics seat,1
CUST-10035,2026-01-11,1348.21,Analytics seat,3
CUST-10035,2026-01-15,4945.82,Fiber 300 plan,3
CUST-10035,2026-02-17,1214.98,Aura bottle 1L,3
CUST-10035,2026-03-22,708.51,Cold-chain logger,1
CUST-10035,2026-03-25,2838.18,Trade desk seat,2
CUST-10035,2026-04-18,1233.43,Refill pack,1
CUST-10035,2026-04-24,5220.64,Servo drive kit,4
CUST-10035,2026-05-02,2992.17,Conveyor bearing 6205,3
CUST-10035,2026-05-13,4885.76,Analytics seat,4
CUST-10035,2026-05-16,4872.82,Fiber 300 plan,3
CUST-10035,2026-07-10,1641.13,Aura bottle 1L,2
CUST-10035,2026-07-28,3187.51,Cold-chain logger,3
CUST-10035,2026-08-10,1858.96,Trade desk seat,3
CUST-10035,2026-08-18,1502.35,Refill pack,1
CUST-10036,2026-06-18,1776.03,Fiber 300 plan,3
CUST-10036,2026-06-30,1054.05,Aura bottle 1L,1
CUST-10036,2026-08-23,2100.49,Cold-chain logger,3
CUST-10036,2026-08-27,3725.33,Trade desk seat,4
CUST-10037,2024-11-01,1491.78,Aura bottle 1L,2
CUST-10037,2024-11-10,3121.75,Cold-chain logger,4
CUST-10037,2024-11-28,3328.03,Trade desk seat,3
CUST-10037,2025-01-21,7243.46,Refill pack,4
CUST-10037,2025-01-25,1165.23,Servo drive kit,1
CUST-10037,2025-03-27,2308.46,Conveyor bearing 6205,2
CUST-10037,2025-05-25,1728.35,Analytics seat,3
CUST-10037,2025-06-12,842.48,Fiber 300 plan,1
CUST-10037,2025-06-15,878.6,Aura bottle 1L,1
CUST-10037,2025-08-01,3080.4,Cold-chain logger,4
CUST-10037,2025-08-01,1203.37,Trade desk seat,1
CUST-10037,2025-10-21,2370.86,Refill pack,2
CUST-10037,2026-02-10,3762.98,Servo drive kit,4
CUST-10037,2026-02-10,3259.88,Conveyor bearing 6205,4
CUST-10037,2026-03-22,2059.37,Analytics seat,1
CUST-10037,2026-05-21,4401.45,Fiber 300 plan,3
CUST-10038,2024-08-03,1949.8,Cold-chain logger,3
CUST-10038,2025-08-01,979.9,Trade desk seat,2
CUST-10038,2025-08-18,4489.3,Refill pack,4
CUST-10038,2025-08-27,3440.48,Servo drive kit,4
CUST-10038,2025-10-11,931.94,Conveyor bearing 6205,2
CUST-10039,2024-12-06,5162.62,Trade desk seat,3
CUST-10039,2025-02-04,992.41,Refill pack,2
CUST-10039,2025-02-23,6004.9,Servo drive kit,4
CUST-10039,2025-06-09,967.27,Conveyor bearing 6205,1
CUST-10039,2025-06-18,1720.27,Analytics seat,2
CUST-10039,2025-12-06,2782.43,Fiber 300 plan,3
CUST-10039,2026-01-07,622.45,Aura bottle 1L,1
CUST-10039,2026-03-01,3370.85,Cold-chain logger,3
CUST-10039,2026-06-14,3707.86,Trade desk seat,4
CUST-10040,2025-05-24,972.82,Refill pack,2
CUST-10040,2025-07-18,2047.3,Servo drive kit,3
CUST-10040,2025-10-06,5549.0,Conveyor bearing 6205,4
CUST-10040,2025-11-04,1335.95,Analytics seat,3
CUST-10040,2025-12-08,1686.95,Fiber 300 plan,3
CUST-10040,2026-04-10,1614.97,Aura bottle 1L,2
CUST-10040,2026-06-23,2461.55,Cold-chain logger,3
CUST-10041,2024-11-02,2004.84,Servo drive kit,4
CUST-10041,2025-01-20,1302.2,Conveyor bearing 6205,2
CUST-10041,2025-02-07,3188.31,Analytics seat,3
CUST-10041,2025-02-21,1076.84,Fiber 300 plan,1
CUST-10041,2025-02-27,2828.99,Aura bottle 1L,4
CUST-10041,2025-12-10,1703.97,Cold-chain logger,2
CUST-10041,2026-03-02,1086.1,Trade desk seat,2
CUST-10041,2026-07-23,1751.33,Refill pack,3
CUST-10041,2026-08-24,2159.59,Servo drive kit,4
CUST-10042,2025-12-20,905.91,Conveyor bearing 6205,2
CUST-10042,2025-12-27,1396.3,Analytics seat,2
CUST-10042,2026-03-02,2540.66,Fiber 300 plan,3
CUST-10042,2026-04-18,2607.84,Aura bottle 1L,3
CUST-10043,2026-04-02,3013.82,Analytics seat,2
CUST-10043,2026-04-11,1785.38,Fiber 300 plan,4
CUST-10043,2026-04-18,1156.17,Aura bottle 1L,1
CUST-10043,2026-05-20,1478.59,Cold-chain logger,1
CUST-10043,2026-06-25,2274.33,Trade desk seat,3
CUST-10043,2026-07-20,2134.15,Refill pack,2
CUST-10043,2026-07-21,3358.61,Servo drive kit,3
CUST-10044,2026-02-27,2148.2,Fiber 300 plan,2
CUST-10044,2026-03-26,5068.35,Aura bottle 1L,3
CUST-10044,2026-04-01,1745.24,Cold-chain logger,2
CUST-10044,2026-04-28,3342.53,Trade desk seat,3
CUST-10044,2026-05-08,2457.75,Refill pack,2
CUST-10044,2026-05-20,3237.39,Servo drive kit,3
CUST-10044,2026-07-08,2545.67,Conveyor bearing 6205,4
CUST-10044,2026-07-21,2606.66,Analytics seat,2
CUST-10044,2026-07-21,4112.84,Fiber 300 plan,4
CUST-10044,2026-07-24,1573.66,Aura bottle 1L,1
CUST-10044,2026-08-12,2529.82,Cold-chain logger,2
CUST-10044,2026-08-20,4037.0,Trade desk seat,4
CUST-10044,2026-08-25,2633.93,Refill pack,4
CUST-10045,2025-11-13,978.92,Aura bottle 1L,1
CUST-10045,2025-12-19,2559.05,Cold-chain logger,2
CUST-10045,2026-02-07,729.37,Trade desk seat,1
CUST-10045,2026-03-12,1612.13,Refill pack,4
CUST-10045,2026-03-30,3436.5,Servo drive kit,4
CUST-10045,2026-06-06,1881.26,Conveyor bearing 6205,3
CUST-10045,2026-08-04,728.68,Analytics seat,1
CUST-10046,2024-08-02,3805.75,Cold-chain logger,2
CUST-10046,2024-10-22,1354.7,Trade desk seat,1
CUST-10046,2024-10-23,4305.19,Refill pack,3
CUST-10046,2025-01-05,1730.31,Servo drive kit,2
CUST-10046,2025-03-15,5065.28,Conveyor bearing 6205,4
CUST-10046,2025-05-10,955.2,Analytics seat,1
CUST-10046,2025-05-15,3460.78,Fiber 300 plan,4
CUST-10046,2025-05-30,913.61,Aura bottle 1L,1
CUST-10046,2025-06-05,930.82,Cold-chain logger,1
CUST-10046,2025-06-22,3333.9,Trade desk seat,2
CUST-10046,2025-08-05,4128.47,Refill pack,2
CUST-10046,2025-12-31,7527.53,Servo drive kit,3
CUST-10046,2026-01-07,1162.91,Conveyor bearing 6205,1
CUST-10046,2026-03-03,2255.16,Analytics seat,3
CUST-10046,2026-03-16,2730.17,Fiber 300 plan,3
CUST-10046,2026-07-09,2351.11,Aura bottle 1L,3
CUST-10047,2024-11-02,929.13,Trade desk seat,2
CUST-10047,2025-01-04,3170.54,Refill pack,4
CUST-10047,2025-02-05,843.48,Servo drive kit,1
CUST-10047,2025-03-02,2188.03,Conveyor bearing 6205,3
CUST-10047,2025-03-26,3504.33,Analytics seat,4
CUST-10047,2025-08-11,1037.14,Fiber 300 plan,1
CUST-10047,2025-08-15,1539.37,Aura bottle 1L,2
CUST-10047,2025-11-26,2752.58,Cold-chain logger,3
CUST-10047,2025-11-28,1049.76,Trade desk seat,1
CUST-10047,2026-01-05,888.17,Refill pack,1
CUST-10047,2026-07-11,1243.41,Servo drive kit,1
CUST-10048,2025-01-01,479.29,Refill pack,1
CUST-10048,2025-05-21,1586.79,Servo drive kit,4
CUST-10048,2025-05-23,1637.57,Conveyor bearing 6205,2
CUST-10048,2025-07-14,2830.14,Analytics seat,4
CUST-10048,2025-07-17,3060.93,Fiber 300 plan,3
CUST-10048,2025-07-25,877.72,Aura bottle 1L,1
CUST-10048,2025-07-29,728.95,Cold-chain logger,1
CUST-10048,2025-10-05,2867.76,Trade desk seat,3
CUST-10048,2026-01-17,635.37,Refill pack,1
CUST-10048,2026-03-07,4665.66,Servo drive kit,4
CUST-10048,2026-04-16,928.96,Conveyor bearing 6205,1
CUST-10049,2026-01-05,2004.9,Servo drive kit,3
CUST-10049,2026-03-19,3119.62,Conveyor bearing 6205,3
CUST-10049,2026-03-27,3517.81,Analytics seat,3
CUST-10049,2026-04-15,5551.68,Fiber 300 plan,4
CUST-10049,2026-04-26,2605.43,Aura bottle 1L,4
CUST-10049,2026-05-24,911.89,Cold-chain logger,2
CUST-10049,2026-06-20,791.1,Trade desk seat,1
CUST-10050,2026-05-12,654.57,Conveyor bearing 6205,1
CUST-10050,2026-05-13,4699.29,Analytics seat,3
CUST-10050,2026-06-22,558.14,Fiber 300 plan,1
CUST-10050,2026-06-29,3217.83,Aura bottle 1L,3
CUST-10050,2026-07-02,1440.79,Cold-chain logger,2
CUST-10050,2026-07-10,3063.77,Trade desk seat,4
CUST-10050,2026-07-14,5923.07,Refill pack,4
CUST-10050,2026-07-15,2396.4,Servo drive kit,4
CUST-10050,2026-07-17,949.45,Conveyor bearing 6205,1
CUST-10050,2026-08-10,5158.9,Analytics seat,3
CUST-10050,2026-08-20,2726.83,Fiber 300 plan,4
CUST-10051,2025-07-27,2566.57,Analytics seat,2
CUST-10051,2025-09-01,2616.66,Fiber 300 plan,3
CUST-10051,2025-09-04,3021.9,Aura bottle 1L,3
CUST-10051,2025-09-09,1822.34,Cold-chain logger,3
CUST-10051,2025-09-23,3814.06,Trade desk seat,3
CUST-10051,2025-10-03,4191.14,Refill pack,4
CUST-10051,2025-10-28,1685.25,Servo drive kit,1
CUST-10051,2025-11-04,2061.63,Conveyor bearing 6205,2
CUST-10051,2026-01-13,1596.19,Analytics seat,2
CUST-10051,2026-01-21,889.06,Fiber 300 plan,1
CUST-10051,2026-02-18,1475.04,Aura bottle 1L,2
CUST-10051,2026-04-20,1040.88,Cold-chain logger,1
CUST-10052,2026-05-30,3566.37,Fiber 300 plan,4
CUST-10052,2026-06-01,1334.13,Aura bottle 1L,1
CUST-10052,2026-07-05,1803.98,Cold-chain logger,2
CUST-10053,2026-03-30,3051.14,Aura bottle 1L,3
CUST-10053,2026-04-02,3801.25,Cold-chain logger,3
CUST-10053,2026-04-17,3588.37,Trade desk seat,2
CUST-10053,2026-05-21,1404.58,Refill pack,2
CUST-10053,2026-06-08,1943.3,Servo drive kit,3
CUST-10053,2026-06-30,2311.96,Conveyor bearing 6205,2
CUST-10053,2026-07-06,1901.67,Analytics seat,2
CUST-10054,2026-01-05,593.13,Cold-chain logger,1
CUST-10054,2026-02-21,3542.45,Trade desk seat,4
CUST-10054,2026-02-22,989.9,Refill pack,1
CUST-10054,2026-05-20,1917.75,Servo drive kit,2
CUST-10054,2026-08-09,988.95,Conveyor bearing 6205,1
CUST-10055,2024-12-07,830.74,Trade desk seat,1
CUST-10055,2024-12-25,1397.32,Refill pack,1
CUST-10055,2025-01-13,2674.58,Servo drive kit,3
CUST-10055,2025-05-18,6965.74,Conveyor bearing 6205,4
CUST-10055,2025-08-19,2419.74,Analytics seat,3
CUST-10055,2025-09-20,4593.67,Fiber 300 plan,4
CUST-10055,2026-02-16,5075.45,Aura bottle 1L,4
CUST-10055,2026-03-22,2934.33,Cold-chain logger,2
CUST-10055,2026-03-23,2531.55,Trade desk seat,2
CUST-10055,2026-03-26,1948.04,Refill pack,2
CUST-10055,2026-04-19,1107.42,Servo drive kit,1
CUST-10055,2026-05-15,4599.64,Conveyor bearing 6205,4
CUST-10055,2026-07-09,5180.99,Analytics seat,4
CUST-10055,2026-07-11,2166.31,Fiber 300 plan,2
CUST-10055,2026-08-24,1092.08,Aura bottle 1L,1
CUST-10056,2025-09-13,1232.29,Refill pack,1
CUST-10056,2025-10-24,1683.78,Servo drive kit,2
CUST-10056,2025-11-09,2315.36,Conveyor bearing 6205,3
